MSZoning,OverallCond,YearBuilt,BedroomAbvGr,KitchenQual,GarageCars,PoolQC,SalePrice,LotArea_M,N_Bath
Residencial Baja Densidad,9,1930-1934,4,Bueno,3,Bueno,381000,1000-5000,4
Residencial Baja Densidad,7,1960-1964,3,Regular,2,Regular,180500,1000-5000,1
Residencial Baja Densidad,5,1990-1994,1,Regular,2,Regular,143000,1000-5000,2
Residencial Baja Densidad,5,1975-1979,3,Regular,2,Regular,187500,1000-5000,2
Residencial Baja Densidad,7,1955-1959,2,Excelente,2,Excelente,230000,1000-5000,1
Residencial Baja Densidad,7,1980-1984,3,Bueno,2,Bueno,202500,1000-5000,2
Residencial Baja Densidad,5,2005-2009,3,Bueno,3,Bueno,280000,1000-5000,3
Residencial Baja Densidad,5,2000-2004,3,Bueno,3,Bueno,377426,1000-5000,2
Residencial Baja Densidad,6,1955-1959,3,Regular,2,Regular,168000,1000-5000,2
Residencial Baja Densidad,5,2000-2004,4,Bueno,2,Bueno,202900,1000-5000,3
Residencial Baja Densidad,6,1965-1969,4,Bueno,2,Bueno,226000,1000-5000,3
Residencial Baja Densidad,5,2000-2004,4,Bueno,3,Bueno,325300,1000-5000,4
Residencial Baja Densidad,5,2005-2009,3,Bueno,3,Bueno,395000,1000-5000,2
Residencial Baja Densidad,5,2005-2009,3,Bueno,3,Bueno,256300,1000-5000,2
Residencial Baja Densidad,5,1995-1999,4,Bueno,3,Bueno,250000,1000-5000,3
Residencial Baja Densidad,5,1990-1994,2,Bueno,2,Bueno,301500,1000-5000,2
Residencial Baja Densidad,5,2000-2004,3,Bueno,3,Bueno,312500,1000-5000,2
Residencial Baja Densidad,5,1985-1989,3,Regular,2,Regular,277000,1000-5000,3
Residencial Baja Densidad,6,1955-1959,3,Bueno,2,Bueno,137500,1000-5000,1
Residencial Baja Densidad,7,1955-1959,3,Bueno,2,Bueno,257500,1000-5000,2
Residencial Baja Densidad,5,2005-2009,3,Excelente,3,Excelente,415298,1000-5000,3
Residencial Baja Densidad,5,2000-2004,3,Bueno,3,Bueno,270000,1000-5000,2
Residencial Baja Densidad,7,1990-1994,5,Bueno,3,Bueno,310000,1000-5000,3
Residencial Baja Densidad,7,1950-1954,2,Regular,1,Regular,164900,1000-5000,1
Residencial Baja Densidad,5,2000-2004,3,Bueno,3,Bueno,259000,1000-5000,2
Residencial Baja Densidad,6,1955-1959,3,Bueno,2,Bueno,181900,1000-5000,1
Residencial Baja Densidad,5,2005-2009,2,Excelente,2,Excelente,264132,1000-5000,2
Residencial Baja Densidad,5,2005-2009,4,Bueno,3,Bueno,214000,1000-5000,3
Residencial Baja Densidad,5,2005-2009,2,Excelente,3,Excelente,315000,1000-5000,2
Residencial Baja Densidad,7,1985-1989,3,Bueno,3,Bueno,271900,1000-5000,2
Residencial Baja Densidad,5,1990-1994,4,Bueno,3,Bueno,410000,1000-5000,3
Residencial Baja Densidad,6,1945-1949,2,Regular,2,Regular,169000,1000-5000,2
Residencial Baja Densidad,5,1995-1999,4,Bueno,3,Bueno,333168,1000-5000,3
Residencial Baja Densidad,7,1950-1954,3,Bueno,2,Bueno,224000,1000-5000,1
Residencial Baja Densidad,5,2000-2004,3,Bueno,3,Bueno,275000,1000-5000,2
Residencial Baja Densidad,5,2005-2009,2,Excelente,3,Excelente,385000,1000-5000,2
Residencial Baja Densidad,5,1970-1974,4,Regular,2,Regular,190000,1000-5000,3
Residencial Baja Densidad,5,1955-1959,2,Regular,1,Regular,141000,1000-5000,1
Residencial Baja Densidad,5,2005-2009,3,Bueno,3,Bueno,240000,1000-5000,2
Residencial Baja Densidad,5,2005-2009,3,Excelente,3,Excelente,377500,1000-5000,2
Residencial Baja Densidad,5,2005-2009,3,Excelente,3,Excelente,446261,1000-5000,3
Residencial Baja Densidad,5,1995-1999,1,Excelente,2,Excelente,245500,1000-5000,2
Residencial Baja Densidad,5,2005-2009,2,Bueno,3,Bueno,440000,1000-5000,2
Residencial Baja Densidad,5,1990-1994,4,Excelente,3,Excelente,403000,1000-5000,3
Residencial Baja Densidad,5,2005-2009,3,Bueno,3,Bueno,282922,1000-5000,2
Residencial Baja Densidad,5,2005-2009,3,Bueno,3,Bueno,283463,1000-5000,2
Residencial Baja Densidad,5,2000-2004,3,Bueno,2,Bueno,184000,1000-5000,3
Residencial Baja Densidad,5,1995-1999,3,Bueno,2,Bueno,231500,1000-5000,3
Residencial Baja Densidad,5,2005-2009,2,Excelente,3,Excelente,555000,1000-5000,2
Residencial Baja Densidad,6,1975-1979,2,Bueno,2,Bueno,287000,1000-5000,2
Residencial Baja Densidad,6,1970-1974,3,Regular,1,Regular,133500,1000-5000,1
Residencial Baja Densidad,7,1910-1914,4,Regular,1,Regular,177000,1000-5000,2
Residencial Baja Densidad,5,2005-2009,3,Regular,2,Regular,172785,1000-5000,3
Residencial Baja Densidad,4,1950-1954,3,Regular,2,Regular,225000,1000-5000,2
Residencial Baja Densidad,8,1955-1959,1,Regular,2,Regular,289000,1000-5000,2
Residencial Baja Densidad,5,2005-2009,3,Bueno,2,Bueno,233230,1000-5000,3
Residencial Baja Densidad,6,1975-1979,3,Excelente,2,Excelente,175000,1000-5000,2
Residencial Baja Densidad,5,1995-1999,4,Excelente,3,Excelente,745000,1000-5000,4
Residencial Baja Densidad,9,1935-1939,3,Bueno,2,Bueno,311500,1000-5000,2
Residencial Baja Densidad,5,1950-1954,2,Regular,1,Regular,157000,1000-5000,1
Residencial Baja Densidad,3,1915-1919,5,Regular,2,Regular,197000,1000-5000,3
Residencial Baja Densidad,6,1965-1969,4,Bueno,2,Bueno,268000,1000-5000,2
Residencial Baja Densidad,5,1965-1969,3,Regular,1,Regular,138800,1000-5000,1
Residencial Baja Densidad,5,2000-2004,3,Bueno,3,Bueno,326000,1000-5000,2
Residencial Baja Densidad,5,2000-2004,4,Excelente,3,Excelente,556581,1000-5000,4
Residencial Baja Densidad,5,1990-1994,4,Bueno,2,Bueno,260000,1000-5000,3
Residencial Baja Densidad,7,1975-1979,2,Bueno,2,Bueno,194000,1000-5000,2
Residencial Baja Densidad,5,2000-2004,3,Bueno,2,Bueno,260000,1000-5000,2
Residencial Baja Densidad,5,1995-1999,3,Bueno,2,Bueno,215000,1000-5000,2
Residencial Baja Densidad,5,1995-1999,4,Bueno,2,Bueno,267000,1000-5000,3
Residencial Baja Densidad,5,2005-2009,4,Bueno,3,Bueno,342643,1000-5000,4
Residencial Baja Densidad,5,2000-2004,3,Bueno,2,Bueno,187100,1000-5000,2
Residencial Baja Densidad,6,1955-1959,2,Regular,1,Regular,207500,1000-5000,1
Residencial Baja Densidad,5,1965-1969,3,Bueno,2,Bueno,223000,1000-5000,2
Residencial Baja Densidad,7,1950-1954,3,Regular,1,Regular,135500,1000-5000,2
Residencial Baja Densidad,6,1965-1969,2,Bueno,2,Bueno,190000,1000-5000,3
Residencial Baja Densidad,5,1995-1999,3,Bueno,3,Bueno,340000,1000-5000,3
Residencial Baja Densidad,8,1930-1934,4,Regular,2,Regular,239000,1000-5000,3
Residencial Baja Densidad,7,1975-1979,3,Bueno,2,Bueno,215000,1000-5000,2
Residencial Baja Densidad,5,1970-1974,3,Regular,2,Regular,171000,1000-5000,2
Residencial Baja Densidad,7,1975-1979,3,Bueno,2,Bueno,235000,1000-5000,3
Residencial Baja Densidad,6,1980-1984,2,Regular,2,Regular,228000,1000-5000,3
Residencial Baja Densidad,5,1975-1979,5,Bueno,2,Bueno,250000,1000-5000,4
Residencial Baja Densidad,5,2000-2004,3,Excelente,3,Excelente,315000,1000-5000,2
Residencial Baja Densidad,5,1995-1999,4,Regular,2,Regular,221000,1000-5000,3
Residencial Baja Densidad,6,1955-1959,2,Regular,1,Regular,170000,1000-5000,2
Residencial Baja Densidad,5,1975-1979,3,Regular,2,Regular,181000,1000-5000,2
Residencial Baja Densidad,5,2005-2009,3,Bueno,2,Bueno,179665,1000-5000,3
Residencial Baja Densidad,4,1955-1959,4,Regular,2,Regular,134432,1000-5000,2
Residencial Baja Densidad,6,1955-1959,3,Regular,1,Regular,135000,1000-5000,1
Residencial Baja Densidad,5,2005-2009,3,Regular,0,Regular,84500,1000-5000,1
Residencial Baja Densidad,5,1975-1979,3,Regular,2,Regular,160000,1000-5000,2
Residencial Baja Densidad,5,2005-2009,1,Excelente,3,Excelente,501837,1000-5000,2
Residencial Baja Densidad,8,1955-1959,3,Excelente,2,Excelente,335000,1000-5000,2
Residencial Baja Densidad,5,1945-1949,3,Regular,1,Regular,97500,1000-5000,1
Residencial Baja Densidad,7,1970-1974,3,Bueno,2,Bueno,294000,1000-5000,3
Residencial Baja Densidad,5,1955-1959,3,Regular,2,Regular,157500,1000-5000,2
Residencial Densidad Media,9,1880-1884,4,Bueno,2,Bueno,168000,1000-5000,2
Residencial Baja Densidad,4,1955-1959,3,Malo,2,Malo,149900,1000-5000,2
Residencial Baja Densidad,5,1965-1969,3,Regular,2,Regular,197900,1000-5000,2
Residencial Baja Densidad,4,1950-1954,3,Regular,2,Regular,170000,1000-5000,2
Comercial,4,1930-1934,2,Regular,3,Regular,81000,1000-5000,1
Residencial Baja Densidad,6,1945-1949,3,Excelente,0,Excelente,200500,1000-5000,3
Residencial Densidad Media,9,1875-1879,3,Bueno,3,Bueno,295000,1000-5000,3
Residencial Baja Densidad,5,1960-1964,3,Regular,2,Regular,129000,1000-5000,3
Residencial Baja Densidad,5,1975-1979,3,Regular,2,Regular,190000,1000-5000,3
Residencial Baja Densidad,5,1975-1979,4,Regular,2,Regular,190000,1000-5000,4
Residencial Baja Densidad,5,1950-1954,2,Regular,2,Regular,141000,1000-5000,1
Residencial Baja Densidad,5,1960-1964,3,Regular,2,Regular,176000,1000-5000,1
Residencial Baja Densidad,5,2000-2004,4,Bueno,2,Bueno,320000,1000-5000,3
Residencial Baja Densidad,7,1965-1969,4,Bueno,2,Bueno,274970,1000-5000,2
Residencial Baja Densidad,5,1965-1969,3,Regular,2,Regular,180000,1000-5000,2
Residencial Baja Densidad,5,2000-2004,4,Excelente,3,Excelente,437154,1000-5000,3
Residencial Baja Densidad,6,1985-1989,3,Regular,2,Regular,215000,1000-5000,3
Residencial Baja Densidad,7,1965-1969,3,Regular,2,Regular,262500,1000-5000,2
Residencial Baja Densidad,5,2000-2004,1,Excelente,3,Excelente,423000,1000-5000,2
Residencial Baja Densidad,5,1950-1954,3,Bueno,2,Bueno,217000,1000-5000,2
Residencial Baja Densidad,5,1945-1949,4,Regular,1,Regular,135000,1000-5000,2
Residencial Baja Densidad,6,1920-1924,3,Bueno,2,Bueno,223500,1000-5000,2
Residencial Baja Densidad,5,1965-1969,1,Regular,2,Regular,180000,1000-5000,1
Residencial Baja Densidad,6,1990-1994,4,Excelente,3,Excelente,755000,1000-5000,4
Residencial Baja Densidad,9,1985-1989,3,Bueno,2,Bueno,222000,1000-5000,2
Residencial Baja Densidad,5,1950-1954,2,Regular,2,Regular,113000,1000-5000,1
Residencial Baja Densidad,4,1955-1959,3,Regular,2,Regular,115000,1000-5000,1
Residencial Baja Densidad,7,1915-1919,4,Regular,2,Regular,185000,1000-5000,2
Residencial Baja Densidad,5,1995-1999,3,Regular,2,Regular,175000,1000-5000,3
Residencial Baja Densidad,5,2000-2004,4,Regular,2,Regular,192140,1000-5000,3
Residencial Baja Densidad,6,1915-1919,4,Regular,3,Regular,239000,1000-5000,3
Residencial Densidad Media,9,1890-1894,4,Excelente,3,Excelente,475000,1000-5000,3
Residencial Baja Densidad,5,2005-2009,3,Bueno,2,Bueno,274725,1000-5000,3
Residencial Baja Densidad,6,1975-1979,0,Bueno,2,Bueno,260000,1000-5000,1
Residencial Baja Densidad,7,1935-1939,4,Regular,1,Regular,244400,1000-5000,2
Residencial Baja Densidad,5,1995-1999,3,Regular,2,Regular,181000,1000-5000,3
Residencial Baja Densidad,4,1965-1969,4,Regular,2,Regular,143000,1000-5000,2
Residencial Baja Densidad,8,1965-1969,1,Excelente,1,Excelente,143000,1000-5000,1
Residencial Baja Densidad,5,1960-1964,3,Regular,2,Regular,132250,1000-5000,1
Residencial Baja Densidad,7,1915-1919,3,Bueno,2,Bueno,112000,1000-5000,2
Residencial Baja Densidad,4,1915-1919,4,Bueno,2,Bueno,235000,1000-5000,2
Residencial Baja Densidad,7,1960-1964,3,Regular,1,Regular,157900,1000-5000,1
Residencial Baja Densidad,5,1985-1989,4,Bueno,2,Bueno,335000,1000-5000,3
Residencial Baja Densidad,7,1955-1959,4,Bueno,2,Bueno,242000,1000-5000,2
Residencial Baja Densidad,5,1965-1969,3,Regular,2,Regular,185000,1000-5000,3
Residencial Baja Densidad,6,1990-1994,3,Bueno,2,Bueno,248000,1000-5000,3
Residencial Baja Densidad,5,1955-1959,3,Regular,2,Regular,215000,1000-5000,1
Residencial Baja Densidad,4,1960-1964,3,Regular,4,Regular,168000,1000-5000,1
Residencial Baja Densidad,3,1955-1959,4,Regular,2,Regular,200624,1000-5000,3
Residencial Baja Densidad,5,1950-1954,3,Regular,2,Regular,145000,1000-5000,1
Residencial Baja Densidad,4,1960-1964,3,Regular,3,Regular,186700,1000-5000,2
Residencial Baja Densidad,5,1990-1994,4,Bueno,3,Bueno,625000,1000-5000,4
Residencial Baja Densidad,5,1960-1964,4,Regular,2,Regular,190000,1000-5000,2
Residencial Baja Densidad,7,1950-1954,2,Regular,2,Regular,241500,1000-5000,1
Residencial Baja Densidad,5,2005-2009,3,Excelente,3,Excelente,184750,1000-5000,4
Residencial Baja Densidad,8,1905-1909,5,Regular,2,Regular,240000,1000-5000,3
Residencial Baja Densidad,7,1990-1994,4,Bueno,3,Bueno,402000,1000-5000,3
Residencial Baja Densidad,5,1980-1984,0,Bueno,3,Bueno,385000,1000-5000,1
Residencial Baja Densidad,5,1990-1994,3,Bueno,2,Bueno,240000,1000-5000,3
Residencial Baja Densidad,6,1950-1954,2,Bueno,2,Bueno,256000,1000-5000,1
Residencial Baja Densidad,5,2000-2004,4,Excelente,3,Excelente,538000,1000-5000,4
Residencial Baja Densidad,5,1945-1949,3,Regular,2,Regular,160000,5000-10000,1
Residencial Baja Densidad,5,2005-2009,3,Excelente,2,Excelente,160000,5000-10000,3
Residencial Baja Densidad,5,1970-1974,2,Bueno,2,Bueno,280000,5000-10000,2
Residencial Baja Densidad,5,1970-1974,2,Bueno,2,Bueno,302000,10000+,2
Residencial Baja Densidad,7,1955-1959,4,Bueno,2,Bueno,277000,10000+,2
Residencial Baja Densidad,6,1960-1964,3,Regular,2,Regular,228950,10000+,2
Residencial Baja Densidad,5,1960-1964,3,Regular,2,Regular,375000,10000+,2
